symbol	ensembl	entrez
CHD9	ENSG00000177200	80205
MNX1	ENSG00000130675	3110
TNFAIP2	ENSG00000185215	7127
AIPL1	ENSG00000129221	23746
HSPA1L	ENSG00000234258	3305
FLOT1	ENSG00000230143	10211
DCSTAMP	ENSG00000164935	81501
PKD1L2	ENSG00000166473	114780
HSPA1A	ENSG00000234475	3304
HSPA1A	ENSG00000234475	3303
COL24A1	ENSG00000171502	255631
EVI2B	ENSG00000185862	2124
NRM	ENSG00000234809	11270
SEC24C	ENSG00000176986	9632
HCRTR1	ENSG00000121764	3061
PITRM1	ENSG00000107959	10531
AARSD1	ENSG00000266967	80755
ACADL	ENSG00000115361	33
C16orf72	ENSG00000182831	29035
GPRIN1	ENSG00000169258	114787
	ENSG00000260362	NA
	ENSG00000268130	NA
CCDC153	ENSG00000248712	283152
PDIA5	ENSG00000065485	102465667
PDIA5	ENSG00000065485	10954
CAMTA1	ENSG00000171735	23261
ZP4	ENSG00000116996	57829
SNCB	ENSG00000074317	6620
MOCS2	ENSG00000164172	4338
SHISA8	ENSG00000234965	440829
DNPEP	ENSG00000123992	23549
CDK5RAP1	ENSG00000101391	51654
F7	ENSG00000057593	2155
PEF1	ENSG00000162517	553115
	ENSG00000255801	NA
TCEAL5	ENSG00000204065	340543
ARHGAP24	ENSG00000138639	83478
HSPA1B	ENSG00000231555	3304
HSPA1B	ENSG00000231555	3303
PUS7L	ENSG00000129317	83448
PCNX	ENSG00000100731	22990
MTRNR2L11	ENSG00000270188	NA
E2F6	ENSG00000169016	1876
NR1H2	ENSG00000131408	7376
EIF4E1B	ENSG00000175766	253314
CHRM3	ENSG00000133019	1131
BEX2	ENSG00000133134	84707
PRODH2	ENSG00000250799	58510
CBL	ENSG00000110395	867
KRT86	ENSG00000170442	3892
C6orf48	ENSG00000229300	50854
	ENSG00000233280	131544
TCEAL7	ENSG00000182916	56849
F10	ENSG00000126218	2159
P2RY2	ENSG00000175591	5029
GRIN2A	ENSG00000183454	2903
CRYBG3	ENSG00000080200	131544
FMN2	ENSG00000155816	56776
RGS9	ENSG00000108370	8787
HNRNPK	ENSG00000165119	3190
MDC1	ENSG00000237095	9656
GRB14	ENSG00000115290	2888
NIPAL1	ENSG00000163293	101927157
NIPAL1	ENSG00000163293	152519
LRP12	ENSG00000147650	29967
JMJD1C	ENSG00000171988	221037
TSPAN17	ENSG00000048140	26262
PTK2B	ENSG00000120899	2185
NPHS1	ENSG00000161270	4868
PROZ	ENSG00000126231	8858
	ENSG00000265118	NA
CXXC5	ENSG00000171604	51523
RPP25	ENSG00000178718	54913
P2RY6	ENSG00000171631	5031
WBP5	ENSG00000185222	51186
EIF5	ENSG00000100664	1983
	ENSG00000269446	NA
	ENSG00000253350	NA
	ENSG00000268365	NA
WDR83OS	ENSG00000105583	51398
GREM2	ENSG00000180875	64388
HLA-DQB1	ENSG00000225824	101060835
HLA-DQB1	ENSG00000225824	3119
APIP	ENSG00000149089	51074
CALM1	ENSG00000198668	808
CALM1	ENSG00000198668	805
CALM1	ENSG00000198668	801
UBE3C	ENSG00000009335	9690
TNFRSF13C	ENSG00000159958	115650
GNL3	ENSG00000163938	100113381
GNL3	ENSG00000163938	26354
VAMP3	ENSG00000049245	9341
	ENSG00000258296	NA
ZFPM2	ENSG00000169946	23414
MFSD11	ENSG00000092931	79157
HLA-DQA2	ENSG00000231823	3118
MYL1	ENSG00000168530	4632
	ENSG00000238943	NA
GOPC	ENSG00000047932	57120
	ENSG00000252727	NA
	ENSG00000255967	NA
	ENSG00000255829	NA
CNGA1	ENSG00000198515	1259
NAPSA	ENSG00000131400	9476
SCAMP5	ENSG00000198794	192683
	ENSG00000256004	NA
RPSAP51	ENSG00000244131	NA
KRT81	ENSG00000205426	3887
HLA-DQB2	ENSG00000229493	3120
DHPS	ENSG00000095059	1725
CENPM	ENSG00000100162	79019
BCMO1	ENSG00000135697	53630
SRD5A1	ENSG00000145545	6715
DCTN4	ENSG00000132912	51164
EVI2A	ENSG00000126860	2123
ABCA7	ENSG00000064687	10347
PER3	ENSG00000049246	8863
NEU1	ENSG00000234343	4758
SETD8	ENSG00000183955	387893
NGFRAP1	ENSG00000166681	27018
A2ML1-AS1	ENSG00000256661	NA
COBLL1	ENSG00000082438	22837
	ENSG00000249790	101930433
	ENSG00000249790	101930011
TAP2	ENSG00000206235	6891
GAN	ENSG00000261609	8139
A2ML1-AS2	ENSG00000256904	NA
UNC5A	ENSG00000113763	90249
	ENSG00000257105	NA
PDHX	ENSG00000110435	8050
SEC22A	ENSG00000121542	26984
HNRNPA1P34	ENSG00000213049	NA
ODF2L	ENSG00000122417	57489
	ENSG00000255776	NA
LINC00612	ENSG00000214851	253128
RILPL2	ENSG00000150977	196383
COL16A1	ENSG00000084636	1307
RAB40A	ENSG00000172476	142684
A2M-AS1	ENSG00000245105	144571
MAP7D3	ENSG00000129680	79649
	ENSG00000256937	NA
IRAK4	ENSG00000198001	51135
PCID2	ENSG00000126226	55795
PPP1R3G	ENSG00000219607	648791
PFN2	ENSG00000070087	5217
FST	ENSG00000134363	10468
	ENSG00000211542	NA
	ENSG00000256720	NA
PSD2	ENSG00000146005	84249
RGS7	ENSG00000182901	6000
SNRNP35	ENSG00000184209	11066
TOX	ENSG00000198846	9760
PPCDC	ENSG00000138621	60490
GTPBP10	ENSG00000105793	101927446
GTPBP10	ENSG00000105793	85865
STK32B	ENSG00000152953	55351
SMIM3	ENSG00000256235	85027
LYRM4	ENSG00000214113	57128
SEPT3	ENSG00000100167	55964
	ENSG00000269636	NA
ARHGEF17	ENSG00000110237	9828
FBXW9	ENSG00000132004	84261
IER3	ENSG00000235030	8870
IRGM	ENSG00000237693	345611
MRPL35	ENSG00000132313	51318
TXK	ENSG00000074966	7294
DCBLD1	ENSG00000164465	285761
RMI1	ENSG00000178966	80010
TPT1P12	ENSG00000256817	NA
	ENSG00000258291	NA
CMIP	ENSG00000153815	80790
RNU7-189P	ENSG00000238831	NA
TCF19	ENSG00000234674	6941
PPP1R10	ENSG00000204569	5514
PAPD7	ENSG00000112941	11044
GCNT4	ENSG00000176928	51301
ZNF300	ENSG00000145908	91975
RILPL1	ENSG00000188026	353116
ECE2	ENSG00000145194	9718
C15orf39	ENSG00000167173	56905
GRM8	ENSG00000179603	2918
SLC28A3	ENSG00000197506	64078
RELT	ENSG00000054967	84957
RAB11FIP4	ENSG00000131242	84440
PSMB8	ENSG00000236443	5696
AKIRIN2	ENSG00000135334	55122
ANKRD31	ENSG00000145700	256006
POLD1	ENSG00000062822	5424
FH	ENSG00000091483	2271
HK3	ENSG00000160883	3101
CLCA2	ENSG00000137975	9635
TCEAL4	ENSG00000133142	79921
FAM64A	ENSG00000129195	54478
SNTA1	ENSG00000101400	6640
AR	ENSG00000169083	367
A2MP1	ENSG00000256069	3
ATF7IP2	ENSG00000166669	80063
NRG2	ENSG00000158458	9542
OPTN	ENSG00000123240	10133
UTS2	ENSG00000049247	10911
REEP1	ENSG00000068615	65055
PTMAP4	ENSG00000231503	NA
GPX3	ENSG00000211445	2878
GOLGA6C	ENSG00000167195	653641
UFSP1	ENSG00000176125	402682
KRT83	ENSG00000170523	3889
LONRF2	ENSG00000170500	164832
C4orf6	ENSG00000082929	10141
GLT8D1	ENSG00000016864	55830
CA8	ENSG00000178538	767
GOLGA6D	ENSG00000140478	653643
CLCA1	ENSG00000016490	1179
FAM168A	ENSG00000054965	23201
PIK3AP1	ENSG00000155629	118788
	ENSG00000266823	NA
	ENSG00000269766	NA
	ENSG00000271233	NA
KIRREL2	ENSG00000126259	84063
	ENSG00000270663	NA
REEP3	ENSG00000165476	221035
HS3ST3A1	ENSG00000153976	9955
SLC16A3	ENSG00000141526	102465472
SLC16A3	ENSG00000141526	9123
TUBB	ENSG00000229684	203068
KMO	ENSG00000117009	8564
POU5F1	ENSG00000237582	5460
LINC00987	ENSG00000237248	100499405
	ENSG00000267964	NA
MINA	ENSG00000170854	84864
PTRH2	ENSG00000141378	51651
EMP2	ENSG00000213853	2013
CTDSP2	ENSG00000175215	10106
NOSTRIN	ENSG00000262773	115677
TNFRSF9	ENSG00000049249	3604
FUT11	ENSG00000196968	170384
SLC4A7	ENSG00000033867	9497
COX10	ENSG00000006695	1352
CLCA4	ENSG00000016602	22802
MAPK10	ENSG00000109339	5602
UIMC1	ENSG00000087206	51720
	ENSG00000256427	NA
RAB2A	ENSG00000104388	5862
TMED2	ENSG00000086598	10959
MCAM	ENSG00000076706	102465453
MCAM	ENSG00000076706	4162
	ENSG00000111788	NA
PLBD1	ENSG00000121316	79887
KRT16	ENSG00000186832	3868
TNPO2	ENSG00000105576	30000
PARK7	ENSG00000116288	11315
OPN3	ENSG00000054277	23596
EVC2	ENSG00000173040	132884
CBFA2T2	ENSG00000078699	9139
SH3GLB1	ENSG00000097033	51100
CTNNA3	ENSG00000183230	29119
NUS1	ENSG00000153989	116150
TEC	ENSG00000135605	7006
CHML	ENSG00000203668	1122
ADCY5	ENSG00000173175	111
HERC2	ENSG00000263162	101930157
HERC2	ENSG00000263162	101929832
HERC2	ENSG00000263162	101929047
HERC2	ENSG00000263162	8924
SHC1	ENSG00000160691	6464
FARS2	ENSG00000145982	10667
APLP1	ENSG00000105290	333
SLC35F1	ENSG00000196376	222553
NTRK2	ENSG00000148053	4915
HMGCR	ENSG00000113161	3156
CLDN12	ENSG00000157224	9069
MGAT5B	ENSG00000167889	146664
SPC25	ENSG00000262452	57405
ACHE	ENSG00000087085	43
RNF26	ENSG00000173456	79102
CHCHD1	ENSG00000172586	118487
DHX57	ENSG00000163214	90957
DNAJB6	ENSG00000105993	10049
C1QTNF5	ENSG00000223953	114902
C1QTNF5	ENSG00000223953	83552
WBP2NL	ENSG00000183066	164684
HMHA1	ENSG00000180448	23526
	ENSG00000183291	9403
C12orf73	ENSG00000204954	728568
GOLGA8F	ENSG00000261967	NA
LANCL1	ENSG00000115365	10314
	ENSG00000267873	NA
TCEAL3	ENSG00000196507	85012
PSMB9	ENSG00000239836	5698
KRT85	ENSG00000135443	3891
WDR64	ENSG00000162843	128025
	ENSG00000267901	NA
CEP85L	ENSG00000111860	387119
G6PC2	ENSG00000262563	57818
MFRP	ENSG00000235718	114902
MFRP	ENSG00000235718	83552
OPHN1	ENSG00000079482	4983
VMP1	ENSG00000062716	406991
VMP1	ENSG00000062716	81671
HS2ST1	ENSG00000153936	9653
GOLGA8G	ENSG00000262872	100132565
GOLGA8G	ENSG00000262872	283768
NAGA	ENSG00000198951	4668
TAP1	ENSG00000226173	6890
NDUFS4	ENSG00000164258	4724
PITPNM3	ENSG00000091622	83394
	ENSG00000259159	114902
	ENSG00000259159	83552
COMMD4	ENSG00000140365	54939
RBL2	ENSG00000103479	5934
CHD7	ENSG00000171316	55636
	ENSG00000267561	NA
	ENSG00000222022	NA
PLEKHB1	ENSG00000021300	58473
ABCB11	ENSG00000263298	8647
LMO4	ENSG00000143013	8543
FAM109B	ENSG00000177096	150368
	ENSG00000262581	NA
PLCG2	ENSG00000197943	5336
XRCC6BP1	ENSG00000166896	91419
ATF6B	ENSG00000213676	1388
	ENSG00000261951	NA
TEKT5	ENSG00000153060	146279
ARL15	ENSG00000185305	54622
	ENSG00000262906	NA
	ENSG00000270043	NA
	ENSG00000263579	NA
	ENSG00000268175	NA
	ENSG00000262627	NA
	ENSG00000265006	NA
SMDT1	ENSG00000183172	91689
	ENSG00000262353	NA
	ENSG00000262733	NA
SLC44A4	ENSG00000228263	80736
EXO1	ENSG00000174371	9156
USP2	ENSG00000036672	9099
CHRNA2	ENSG00000120903	1135
SIPA1L1	ENSG00000197555	26037
TNIP1	ENSG00000145901	10318
TSC22D2	ENSG00000196428	9819
MRPS18B	ENSG00000204568	28973
DDX55	ENSG00000111364	57696
NUBP1	ENSG00000103274	4682
CACNA1C	ENSG00000151067	775
HLA-DMB	ENSG00000239329	3109
	ENSG00000258231	100506869
OXR1	ENSG00000164830	55074
FLOT1	ENSG00000224740	10211
PSMB5	ENSG00000100804	5693
SLAIN2	ENSG00000109171	57606
C12orf55	ENSG00000188596	101928871
C12orf55	ENSG00000188596	374467
C19orf43	ENSG00000123144	79002
HSPB3	ENSG00000169271	8988
	ENSG00000269074	NA
MAP1LC3C	ENSG00000197769	440738
CUL4A	ENSG00000139842	8451
YIPF6	ENSG00000181704	286451
SNX18	ENSG00000178996	112574
CD44	ENSG00000026508	960
TTC7B	ENSG00000165914	145567
ZSWIM8	ENSG00000214655	23053
ASNA1	ENSG00000198356	439
ERRFI1	ENSG00000116285	54206
	ENSG00000249016	NA
TCEAL1	ENSG00000172465	9338
TSPAN13	ENSG00000106537	27075
ESM1	ENSG00000164283	11082
NDUFA6	ENSG00000184983	4700
	ENSG00000267906	NA
PLD5	ENSG00000180287	200150
MARK3	ENSG00000075413	4140
AGTPBP1	ENSG00000135049	23287
TVP23A	ENSG00000166676	780776
MLPH	ENSG00000115648	79083
PKN2	ENSG00000065243	5586
SLC45A1	ENSG00000162426	50651
CSNK1D	ENSG00000141551	1453
MIR4509-1	ENSG00000264457	100616382
MIR4509-1	ENSG00000264457	100616228
MIR4509-1	ENSG00000264457	100616223
MIR4509-3	ENSG00000264457	100616382
MIR4509-3	ENSG00000264457	100616228
MIR4509-3	ENSG00000264457	100616223
MIR4509-2	ENSG00000264457	100616382
MIR4509-2	ENSG00000264457	100616228
MIR4509-2	ENSG00000264457	100616223
GUCY2C	ENSG00000070019	2984
ABCB10P4	ENSG00000262250	NA
	ENSG00000266882	NA
	ENSG00000262127	NA
AGR2	ENSG00000106541	10551
HLA-C	ENSG00000206435	3107
	ENSG00000262080	101930157
	ENSG00000262080	440248
AKTIP	ENSG00000166971	64400
NECAB3	ENSG00000125967	63941
GREB1	ENSG00000196208	9687
EVC	ENSG00000072840	2121
POLR2E	ENSG00000099817	5434
NFKBID	ENSG00000167604	84807
KRT17	ENSG00000128422	3872
MUC3A	ENSG00000169894	57876
MUC3A	ENSG00000169894	4584
LAMP1	ENSG00000185896	3916
CYP2D6	ENSG00000100197	101929829
CYP2D6	ENSG00000100197	1565
MORF4L2	ENSG00000123562	9643
SPCS1	ENSG00000114902	28972
PSMB11	ENSG00000222028	122706
SPACA1	ENSG00000118434	81833
GRTP1	ENSG00000139835	79774
KDM3A	ENSG00000115548	55818
FAM135A	ENSG00000082269	57579
HCST	ENSG00000126264	10870
BEST2	ENSG00000039987	54831
TWF1	ENSG00000151239	5756
ADPRHL1	ENSG00000153531	113622
CDH24	ENSG00000139880	64403
CNR1	ENSG00000118432	1268
CIITA	ENSG00000179583	4261
RERE	ENSG00000142599	473
ADCY2	ENSG00000078295	108
GTF2B	ENSG00000137947	2959
HLA-DMA	ENSG00000243189	3108
SLC10A4	ENSG00000145248	201780
NEK4	ENSG00000114904	6787
ZAR1	ENSG00000182223	326340
TYROBP	ENSG00000011600	7305
KRT84	ENSG00000161849	3890
ATAT1	ENSG00000137343	79969
DES	ENSG00000175084	1674
DCUN1D2	ENSG00000150401	55208
CEP170	ENSG00000143702	9859
SLC38A11	ENSG00000169507	151258
EPHX2	ENSG00000120915	2053
CDRT15	ENSG00000223510	146822
LRIG3	ENSG00000139263	121227
GABRR3	ENSG00000183185	200959
NAA35	ENSG00000135040	60560
SDR42E1	ENSG00000184860	93517
AGR3	ENSG00000173467	155465
ZNF346	ENSG00000113761	23567
GPR112	ENSG00000156920	139378
KRT82	ENSG00000161850	3888
DDR1	ENSG00000223680	100616237
DDR1	ENSG00000223680	780
	ENSG00000228273	100131514
	ENSG00000228273	4584
LRRTM3	ENSG00000198739	347731
HOOK2	ENSG00000095066	29911
	ENSG00000142539	NA
HS3ST3B1	ENSG00000125430	9953
JUP	ENSG00000173801	3728
NRN1	ENSG00000124785	51299
KRTAP16-1	ENSG00000263186	100505753
FKBPL	ENSG00000204315	63943
HSD17B2	ENSG00000086696	3294
TMCO3	ENSG00000150403	55002
	ENSG00000269383	NA
DNAJC12	ENSG00000108176	56521
BRS3	ENSG00000102239	680
GPX4	ENSG00000167468	2879
HIST4H4	ENSG00000197837	554313
HIST4H4	ENSG00000197837	121504
HIST4H4	ENSG00000197837	8370
HIST4H4	ENSG00000197837	8368
HIST4H4	ENSG00000197837	8366
HIST4H4	ENSG00000197837	8367
HIST4H4	ENSG00000197837	8365
HIST4H4	ENSG00000197837	8364
HIST4H4	ENSG00000197837	8362
HIST4H4	ENSG00000197837	8363
HIST4H4	ENSG00000197837	8361
HIST4H4	ENSG00000197837	8360
HIST4H4	ENSG00000197837	8359
HIST4H4	ENSG00000197837	8294
CCBL2	ENSG00000137944	56267
SPIB	ENSG00000269404	6689
NEIL1	ENSG00000140398	693216
NEIL1	ENSG00000140398	79661
PRRT1	ENSG00000204314	100507547
PRRT1	ENSG00000204314	80863
PMP22	ENSG00000109099	5376
PLN	ENSG00000198523	5350
BAI2	ENSG00000121753	576
CKS1B	ENSG00000173207	1163
CYP2D7P	ENSG00000205702	NA
LRFN3	ENSG00000126243	79414
HTATSF1	ENSG00000102241	27336
BRD2	ENSG00000234704	6046
CHST10	ENSG00000115526	9486
MUC12	ENSG00000205277	10071
RNGTT	ENSG00000111880	8732
GOLM1	ENSG00000135052	51280
MCM9	ENSG00000111877	254394
MPHOSPH6	ENSG00000135698	10200
RAB6A	ENSG00000175582	150786
RAB6A	ENSG00000175582	5870
MYBPC2	ENSG00000086967	4606
	ENSG00000269795	NA
TFDP1	ENSG00000198176	7027
KRT75	ENSG00000170454	9119
TUBD1	ENSG00000108423	51174
TCF20	ENSG00000100207	6942
CDK14	ENSG00000058091	5218
SDHAF1	ENSG00000205138	644096
OR5AC1	ENSG00000213439	NA
	ENSG00000228768	NA
OR5AC2	ENSG00000196578	81050
CRMP1	ENSG00000072832	1400
OR5H1	ENSG00000231192	26341
OR5H14	ENSG00000236032	403273
RBMXL1	ENSG00000213516	494115
COPRS	ENSG00000172301	55352
OR5H15	ENSG00000233412	403274
ATP4B	ENSG00000186009	496
SYNE4	ENSG00000181392	163183
OR5H6	ENSG00000230301	79295
F13A1	ENSG00000124491	2162
FAM71E1	ENSG00000142530	112703
OR5H2	ENSG00000197938	79310
SBNO2	ENSG00000064932	22904
COL4A3BP	ENSG00000113163	10087
ZNF800	ENSG00000048405	168850
SDCCAG8	ENSG00000054282	10806
C9orf153	ENSG00000187753	389766
OR5H8P	ENSG00000232535	NA
OR5K4	ENSG00000196098	403278
GRK1	ENSG00000185974	6011
KRTAP17-1	ENSG00000263341	83902
GTF2H4	ENSG00000234370	2968
OR5K3	ENSG00000206536	403277
OR5K1	ENSG00000232382	26339
KRT33A	ENSG00000261986	3883
SERP1	ENSG00000120742	101928061
SERP1	ENSG00000120742	27230
HLA-B	ENSG00000228964	3106
KRT33B	ENSG00000263012	3884
RPGRIP1L	ENSG00000103494	23322
ISCA1	ENSG00000135070	81689
SIRT1	ENSG00000096717	23411
TMEM255B	ENSG00000184497	348013
GABBR1	ENSG00000232632	2550
	ENSG00000262045	NA
FRYL	ENSG00000075539	285527
	ENSG00000262748	NA
KRT6B	ENSG00000185479	3854
H2AFJ	ENSG00000246705	55766
EMC10	ENSG00000161671	284361
GBP3	ENSG00000117226	2635
ACIN1	ENSG00000100813	22985
ENO1	ENSG00000074800	2023
FGFR4	ENSG00000160867	2264
STARD8	ENSG00000130052	9754
KRT6C	ENSG00000170465	286887
NEDD1	ENSG00000139350	121441
UTP6	ENSG00000108651	55813
WBP11	ENSG00000084463	51729
AXIN2	ENSG00000168646	8313
THY1	ENSG00000154096	7070
CDH13	ENSG00000140945	1012
KIAA0753	ENSG00000198920	9851
EIF2B1	ENSG00000111361	1967
MICA	ENSG00000231225	100507436
MAN2C1	ENSG00000140400	4123
NFAM1	ENSG00000235568	150372
	ENSG00000212440	NA
CPS1	ENSG00000021826	1373
	ENSG00000255753	NA
	ENSG00000260423	101930452
PTPLB	ENSG00000206527	201562
	ENSG00000256673	NA
JOSD2	ENSG00000161677	126119
GAS6	ENSG00000183087	2621
JUNB	ENSG00000171223	3726
DEXI	ENSG00000182108	28955
AKT3	ENSG00000117020	10000
C4orf50	ENSG00000181215	389197
RRP7A	ENSG00000189306	27341
HLA-DOA	ENSG00000231558	3111
FLAD1	ENSG00000160688	80308
DDX12P	ENSG00000214826	440081
EFNB1	ENSG00000090776	1947
PVRL1	ENSG00000110400	5818
FTO	ENSG00000140718	79068
ASPDH	ENSG00000204653	554235
SPEG	ENSG00000072195	100996693
SPEG	ENSG00000072195	10290
GBP1	ENSG00000117228	2633
OR5K2	ENSG00000231861	402135
SEC14L1	ENSG00000129657	6397
ASF1A	ENSG00000111875	25842
CLEC16A	ENSG00000038532	23274
MICB	ENSG00000227772	4277
PPT2	ENSG00000221988	80864
PPT2	ENSG00000221988	9374
ZCCHC6	ENSG00000083223	79670
ALKBH6	ENSG00000239382	84964
LRRC4B	ENSG00000131409	94030
GTF2H3	ENSG00000111358	2967
ZBTB18	ENSG00000179456	10472
ITIH1	ENSG00000055957	3697
PRDX2	ENSG00000167815	7001
	ENSG00000268146	NA
AHR	ENSG00000106546	196
MORN2	ENSG00000188010	729967
C1orf100	ENSG00000173728	200159
SERHL2	ENSG00000183569	253190
	ENSG00000266076	NA
RASA3	ENSG00000185989	22821
GBP2	ENSG00000162645	2634
RNASEH2A	ENSG00000104889	10535
SYT3	ENSG00000213023	84258
ADSS	ENSG00000035687	159
HLA-DPA1	ENSG00000228163	3113
JAKMIP1	ENSG00000152969	152789
	ENSG00000259517	NA
PTPN13	ENSG00000163629	5783
RMI2	ENSG00000175643	116028
C20orf144	ENSG00000149609	128864
MRPL48	ENSG00000175581	51642
IRX3	ENSG00000177508	79191
EIF2A	ENSG00000144895	83939
GBP7	ENSG00000213512	388646
ACTL10	ENSG00000182584	170487
	ENSG00000267840	NA
MCCD1	ENSG00000226841	401250
TRIM29	ENSG00000137699	23650
CLVS1	ENSG00000177182	157807
E2F1	ENSG00000101412	1869
HSBP1	ENSG00000230989	3281
	ENSG00000254899	NA
ARHGEF33	ENSG00000214694	100271715
KRT31	ENSG00000262993	3881
GBP4	ENSG00000162654	115361
STK11	ENSG00000118046	6794
KRT37	ENSG00000263022	8688
TBC1D3P7	ENSG00000262591	NA
	ENSG00000262282	NA
PXMP4	ENSG00000101417	11264
FAM184A	ENSG00000111879	79632
	ENSG00000262603	100505782
SNX13	ENSG00000071189	23161
	ENSG00000262040	NA
MLYCD	ENSG00000103150	23417
CEP112	ENSG00000154240	201134
	ENSG00000203863	NA
C12orf60	ENSG00000182993	144608
SLC1A2	ENSG00000110436	6506
CAMK2N2	ENSG00000163888	94032
PNRC1	ENSG00000146278	10957
	ENSG00000260300	NA
SMCO3	ENSG00000179256	440087
RTBDN	ENSG00000132026	83546
COA4	ENSG00000181924	51287
SOCS1	ENSG00000185338	8651
ART4	ENSG00000111339	420
GAS1	ENSG00000180447	2619
SRSF12	ENSG00000154548	135295
CLDND1	ENSG00000080822	56650
C1orf101	ENSG00000179397	257044
TNP2	ENSG00000178279	7142
C9orf170	ENSG00000204446	401535
PRM3	ENSG00000178257	58531
LENEP	ENSG00000163352	55891
LCOR	ENSG00000196233	84458
PRM2	ENSG00000122304	5620
PM20D2	ENSG00000146281	135293
CLIP3	ENSG00000105270	25999
MYLK	ENSG00000065534	4638
ZNF341	ENSG00000131061	84905
GBP5	ENSG00000154451	115362
PRM1	ENSG00000175646	5619
C19orf81	ENSG00000235034	342918
GZMK	ENSG00000113088	3003
IRX5	ENSG00000176842	10265
NTSR2	ENSG00000169006	23620
HLA-DPB1	ENSG00000229295	3115
RPL10L	ENSG00000165496	140801
GABRR1	ENSG00000146276	2569
CDC16	ENSG00000130177	8881
GZMA	ENSG00000145649	3001
NMS	ENSG00000204640	129521
SCN3A	ENSG00000153253	6328
IRX6	ENSG00000159387	79190
PRLH	ENSG00000071677	51052
ZBTB7B	ENSG00000160685	51043
PDCL3	ENSG00000115539	79031
DESI2	ENSG00000121644	51029
	ENSG00000188897	101929274
	ENSG00000188897	400499
	ENSG00000188897	388210
PSMD2	ENSG00000175166	5708
EOMES	ENSG00000163508	8320
GBP6	ENSG00000183347	163351
OSGIN1	ENSG00000140961	29948
LY86	ENSG00000112799	9450
COX20	ENSG00000203667	116228
RAB17	ENSG00000124839	64284
MDGA2	ENSG00000139915	161357
C14orf119	ENSG00000179933	55017
TBC1D3B	ENSG00000260069	414059
PAAF1	ENSG00000175575	80227
SHANK1	ENSG00000161681	50944
SPOCD1	ENSG00000134668	90853
PRPS1L1	ENSG00000229937	221823
ABRA	ENSG00000174429	137735
HERC4	ENSG00000148634	26091
C19orf26	ENSG00000099625	255057
CDC20B	ENSG00000164287	166979
CLU	ENSG00000120885	1191
DAPK1	ENSG00000196730	1612
	ENSG00000234032	57176
NECAB2	ENSG00000103154	54550
LRRC8B	ENSG00000197147	23507
	ENSG00000234949	NA
LPIN1	ENSG00000134324	23175
UPF3A	ENSG00000169062	65110
NACAD	ENSG00000136274	23148
NPAS2	ENSG00000170485	4862
SIN3A	ENSG00000169375	25942
ANGPT1	ENSG00000154188	284
ATP5D	ENSG00000099624	513
MUC17	ENSG00000169876	140453
LRRC8C	ENSG00000171488	101927933
LRRC8C	ENSG00000171488	84230
RGS6	ENSG00000182732	9628
	ENSG00000203876	NA
THAP8	ENSG00000161277	199745
HNRNPU	ENSG00000153187	3192
	ENSG00000271949	NA
GCC1	ENSG00000179562	79571
MMP2	ENSG00000087245	4313
	ENSG00000176984	NA
ANXA6	ENSG00000197043	309
CHAMP1	ENSG00000198824	283489
DCST2	ENSG00000163354	127579
C10orf12	ENSG00000155640	26148
OAF	ENSG00000184232	220323
CA6	ENSG00000131686	765
ZNF962P	ENSG00000215604	NA
SLC38A8	ENSG00000166558	146167
KLF6	ENSG00000067082	1316
BNIP3P7	ENSG00000270496	NA
LRRFIP1	ENSG00000124831	9208
LINC00349	ENSG00000231238	NA
LONRF2P2	ENSG00000233905	NA
	ENSG00000236669	NA
LINC00388	ENSG00000229788	NA
PAMR1	ENSG00000149090	25891
TMEM117	ENSG00000139173	84216
LRRC8D	ENSG00000171492	55144
FEM1AP4	ENSG00000235876	NA
EHMT2	ENSG00000227333	10919
LINC00387	ENSG00000231914	NA
TEKT3	ENSG00000125409	64518
TERF1P5	ENSG00000226361	NA
TBRG4	ENSG00000136270	677795
TBRG4	ENSG00000136270	9238
VGLL1	ENSG00000102243	51442
FAM207BP	ENSG00000228797	NA
LINC00418	ENSG00000236169	NA
GXYLT1P1	ENSG00000230931	NA
SLC2A7	ENSG00000197241	155184
LITAF	ENSG00000189067	9516
CNN2P12	ENSG00000204718	NA
POU2F3	ENSG00000137709	25833
C5orf49	ENSG00000215217	134121
ZNF965P	ENSG00000227784	NA
CYP4F34P	ENSG00000244155	NA
SNX18P26	ENSG00000227568	NA
EIF1	ENSG00000173812	10209
LINC00328-2P	ENSG00000225016	NA
ADD3	ENSG00000148700	120
PJA1	ENSG00000181191	64219
ANKRD20A9P	ENSG00000206192	NA
DDX39B	ENSG00000235439	692199
DDX39B	ENSG00000235439	7919
ARHGAP19-SLIT1	ENSG00000269891	84986
RHOT1P3	ENSG00000242756	NA
	ENSG00000227332	NA
RNU6-55P	ENSG00000223024	100873763
KRT6A	ENSG00000205420	3853
RNU6-76P	ENSG00000206787	100873777
CHMP4B	ENSG00000101421	128866
MGP	ENSG00000111341	4256
SNX19P2	ENSG00000235500	NA
ASPH	ENSG00000198363	444
LINC00408	ENSG00000226250	100652856
	ENSG00000231358	NA
PHF2P2	ENSG00000226057	NA
FAM155B	ENSG00000130054	27112
RSPO2	ENSG00000147655	340419
	ENSG00000269210	NA
CLEC11A	ENSG00000105472	6320
ZNF326	ENSG00000162664	284695
	ENSG00000272195	NA
WDR62	ENSG00000075702	284403
