id	gene	allTranscripts	transcript	totExons	strand	chrom	startUpIntron	endUpIntron	startUpBSE	endUpBSE	startDownBSE	endDownBSE	startDownIntron	endDownIntron	exNumUpBSE	exNumDownBSE	numOfExons	lenUpIntron	lenUpBSE	lenDownBSE	lenDownIntron	meanLengthBSEs	meanLengthIntrons	lenCircRNA
5908	FBXO38:+:chr5:147785820:147796767	FBXO38	ENST00000340253,ENST00000394370,ENST00000296701,ENST00000513826	ENST00000340253	22	+	chr5	147784386	147785819	147785820	147785957	147796557	147796767	147796768	147803560	7	12	6	1433	137	210	6792	173.5	4112.5	888
5909	FLNB:+:chr3:58111308:58112489	FLNB	ENST00000357272,ENST00000295956,ENST00000429972,ENST00000358537,ENST00000348383,ENST00000419752,ENST00000490882,ENST00000493452	ENST00000357272	47	+	chr3	58110233	58111307	58111308	58111470	58112329	58112489	58112490	58116467	23	24	2	1074	162	160	3977	161	2525.5	324
5910	HERC1:-:chr15:64048947:64010772	HERC1	ENST00000443617	ENST00000443617	78	-	chr15	64050373	64048948	64048947	64048636	64010893	64010773	64010772	64008673	5	21	17	1425	311	120	2099	215.5	1762	2757
5911	LRCH3:+:chr3:197559068:197566268	LRCH3	ENST00000438796,ENST00000425562,ENST00000414675,ENST00000334859,ENST00000536618,ENST00000441090	ENST00000438796	22	+	chr3	197557735	197559067	197559068	197559188	197566192	197566268	197566269	197574279	8	10	3	1332	120	76	8010	98	4671	347
5912	MAGI2:-:chr7:78150962:78119077	MAGI2	ENST00000354212,ENST00000419488,ENST00000522391,ENST00000536571,ENST00000535697	ENST00000354212	22	-	chr7	78256435	78150963	78150962	78150747	78119157	78119078	78119077	77998531	4	6	3	105472	215	79	120546	147	113009	507
5913	MRE11:-:chr11:94224131:94219089	MRE11	NA	NA	NA	-	chr11	NA	NA	94224131	NA	NA	94219090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5914	NEK1:-:chr4:170520348:170498078	NEK1	ENST00000439128,ENST00000507142,ENST00000511633,ENST00000510533,ENST00000512193	ENST00000439128	34	-	chr4	170523158	170520349	170520348	170520251	170498230	170498079	170498078	170483348	4	11	8	2809	97	151	14730	124	8769.5	806
5915	PAPOLA:+:chr14:96986392:97031551	PAPOLA	NA	NA	NA	+	chr14	NA	NA	96986392	NA	NA	97031551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5916	PDHX:+:chr11:34952951:34982065	PDHX	ENST00000448838,ENST00000227868	ENST00000448838	11	+	chr11	34938034	34952950	34952951	34953031	34981967	34982065	34982066	34988186	2	5	4	14916	80	98	6120	89	10518	481
5917	PLXNC1:+:chr12:94613792:94621011	PLXNC1	ENST00000258526	ENST00000258526	31	+	chr12	94603481	94613791	94613792	94613939	94620925	94621011	94621012	94631439	6	9	4	10310	147	86	10427	116.5	10368.5	426
5918	PPP2R2A:+:chr8:26196406:26223922	PPP2R2A	ENST00000380737,ENST00000315985	ENST00000380737	10	+	chr8	26151257	26196405	26196406	26196503	26223831	26223922	26223923	26227649	3	9	7	45148	97	91	3726	94	24437	982
5919	R3HDM2:-:chr12:57690334:57682639	R3HDM2	ENST00000347140,ENST00000358907,ENST00000403821	ENST00000347140	24	-	chr12	57691110	57690335	57690334	57690194	57682693	57682640	57682639	57677840	9	12	4	775	140	53	4799	96.5	2787	336
5920	RABEP1:+:chr17:5211989:5250220	RABEP1	ENST00000262477,ENST00000408982,ENST00000546142,ENST00000341923	ENST00000262477	19	+	chr17	5185816	5211988	5211989	5212117	5250085	5250220	5250221	5253745	2	6	5	26172	128	135	3524	131.5	14848	750
5921	SETDB1:+:chr1:150900180:150913904	SETDB1	ENST00000271640,ENST00000368969,ENST00000498193,ENST00000534805,ENST00000368962,ENST00000368963	ENST00000271640	22	+	chr1	150898994	150900179	150900180	150900450	150913805	150913904	150913905	150915038	2	5	4	1185	270	99	1133	184.5	1159	558
5922	SLC41A2:-:chr12:105289123:105280070	SLC41A2	ENST00000258538	ENST00000258538	10	-	chr12	105303432	105289124	105289123	105289052	105280217	105280071	105280070	105260358	3	5	3	14308	71	146	19712	108.5	17010	364
5923	SMARCAL1:+:chr2:217329320:217340174	SMARCAL1	ENST00000357276,ENST00000358207,ENST00000392128	ENST00000357276	18	+	chr2	217315788	217329319	217329320	217329390	217339992	217340174	217340175	217341831	13	15	3	13531	70	182	1656	126	7593.5	357
5924	SNX14:-:chr6:86277295:86252899	SNX14	ENST00000508980,ENST00000314673,ENST00000515216,ENST00000505648,ENST00000369627,ENST00000369635	ENST00000508980	29	-	chr6	86281854	86277296	86277295	86277252	86253024	86252900	86252899	86251762	5	15	11	4558	43	124	1137	83.5	2847.5	1094
5925	TMEM59:-:chr1:54513045:54502282	TMEM59	ENST00000234831,ENST00000371341	ENST00000234831	8	-	chr1	54518672	54513046	54513045	54512940	54502391	54502283	54502282	54497979	2	7	6	5626	105	108	4303	106.5	4964.5	627
5926	TNIK:-:chr3:170846667:170841384	TNIK	ENST00000436636,ENST00000369326,ENST00000284483,ENST00000357327,ENST00000470834	ENST00000436636	33	-	chr3	170855979	170846668	170846667	170846503	170841491	170841385	170841384	170828667	16	18	3	9311	164	106	12717	135	11014	512
5927	TTC39B:-:chr9:15187033:15177694	TTC39B	ENST00000512701,ENST00000355694,ENST00000380850,ENST00000297615,ENST00000507285,ENST00000507993,ENST00000380853	ENST00000512701	20	-	chr9	15187968	15187034	15187033	15186942	15177812	15177695	15177694	15175134	15	18	4	934	91	117	2560	104	1747	446
5928	TULP4:+:chr6:158922710:158925210	TULP4	ENST00000367097	ENST00000367097	14	+	chr6	158919845	158922709	158922710	158925210	158922710	158925210	158925211	158927609	13	13	1	2864	2500	2500	2398	2500	2631	2501
5929	UBE2Q2:+:chr15:76146727:76189402	UBE2Q2	ENST00000267938,ENST00000569423,ENST00000561851,ENST00000561723	ENST00000267938	13	+	chr15	76136188	76146726	76146727	76146828	76189336	76189402	76189403	76191767	2	12	11	10538	101	66	2364	83.5	6451	916
5930	USP34:-:chr2:61524060:61512009	USP34	ENST00000398571	ENST00000398571	80	-	chr2	61528085	61524061	61524060	61523935	61512092	61512010	61512009	61510585	30	35	6	4024	125	82	1424	103.5	2724	704
5931	VMP1:+:chr17:57814814:57886237	VMP1	ENST00000262291,ENST00000539763,ENST00000545362	ENST00000262291	12	+	chr17	57812835	57814813	57814814	57814904	57886157	57886237	57886238	57889030	4	8	5	1978	90	80	2792	85	2385	583
5932	ZFAT:-:chr8:135533244:135521861	ZFAT	ENST00000523243,ENST00000523924,ENST00000520727,ENST00000377838,ENST00000520214,ENST00000523399,ENST00000518408	ENST00000523243	17	-	chr8	135545076	135533245	135533244	135533126	135521992	135521862	135521861	135490965	14	16	3	11831	118	130	30896	124	21363.5	377
5933	AKAP13:+:chr15:86227972:86253876	AKAP13	ENST00000394518,ENST00000361243,ENST00000394510,ENST00000560579,ENST00000560676	ENST00000394518	37	+	chr15	86225444	86227971	86227972	86228104	86253810	86253876	86253877	86259018	16	19	4	2527	132	66	5141	99	3834	443
5934	ANKRD27:-:chr19:33116872:33113328	ANKRD27	ENST00000306065	ENST00000306065	29	-	chr19	33117617	33116873	33116872	33116780	33113525	33113328	33113327	33110460	17	18	2	744	92	197	2867	144.5	1805.5	291
5935	ATP2B1:-:chr12:89998123:89996820	ATP2B1	ENST00000428670,ENST00000359142,ENST00000261173,ENST00000348959,ENST00000393164	ENST00000428670	21	-	chr12	90003713	89998124	89998123	89997932	89997031	89996820	89996819	89995211	16	18	3	5589	191	211	1608	201	3598.5	618
5936	ATP8A2:+:chr13:26112126:26163837	ATP8A2	ENST00000381655,ENST00000281620,ENST00000255283	ENST00000381655	37	+	chr13	26107452	26112125	26112126	26112199	26163773	26163837	26163838	26273310	7	24	18	4673	73	64	109472	68.5	57072.5	1704
5937	C11orf49:+:chr11:47158867:47159280	C11orf49	ENST00000528488,ENST00000536126	ENST00000528488	10	+	chr11	47074070	47158866	47158867	47159111	47159196	47159280	47159281	47176726	4	5	2	84796	244	84	17445	164	51120.5	330
5938	CCDC88A:-:chr2:55602019:55582715	CCDC88A	ENST00000436346,ENST00000263630,ENST00000336838,ENST00000413716	ENST00000436346	33	-	chr2	55615913	55602020	55602019	55601950	55582887	55582715	55582714	55576736	4	8	5	13893	69	172	5978	120.5	9935.5	527
5939	CTNNA2:+:chr2:80096942:80101468	CTNNA2	ENST00000466387,ENST00000496558,ENST00000402739,ENST00000541047,ENST00000361291,ENST00000540488	ENST00000466387	22	+	chr2	80085306	80096941	80096942	80097061	80101202	80101468	80101469	80136719	9	10	2	11635	119	266	35250	192.5	23442.5	387
5940	DAAM1:+:chr14:59730159:59758024	DAAM1	ENST00000351081,ENST00000360909	ENST00000351081	26	+	chr14	59655487	59730158	59730159	59730378	59757935	59758024	59758025	59781997	2	3	2	74671	219	89	23972	154	49321.5	310
5941	DCUN1D4:+:chr4:52740437:52758017	DCUN1D4	ENST00000477560,ENST00000334635,ENST00000381441,ENST00000509376,ENST00000381437,ENST00000507741,ENST00000451288,ENST00000509068,ENST00000505403	ENST00000477560	12	+	chr4	52729876	52740436	52740437	52740551	52757926	52758017	52758018	52765435	4	7	4	10560	114	91	7417	102.5	8988.5	976
5942	DGKE:+:chr17:54921380:54923170	DGKE	ENST00000284061,ENST00000572944,ENST00000576869	ENST00000284061	12	+	chr17	54912621	54921379	54921380	54921539	54923051	54923170	54923171	54925282	3	4	2	8758	159	119	2111	139	5434.5	280
5943	DONSON:-:chr21:34958487:34953608	DONSON	ENST00000453626,ENST00000457359,ENST00000303071,ENST00000303113,ENST00000437395,ENST00000432378,ENST00000442660	ENST00000453626	10	-	chr21	34959827	34958488	34958487	34958284	34953806	34953608	34953607	34951724	3	8	6	1339	203	198	1883	200.5	1611	948
5944	ELAVL3:-:chr19:11569426:11567925	ELAVL3	ENST00000359227,ENST00000438662	ENST00000359227	7	-	chr19	11576986	11569427	11569426	11569273	11567963	11567925	11567924	11565693	4	6	3	7559	153	38	2231	95.5	4895	419
5945	EXOC6B:-:chr2:72960247:72786582	EXOC6B	ENST00000272427,ENST00000410104,ENST00000410112	ENST00000272427	22	-	chr2	72968432	72960248	72960247	72960200	72786650	72786582	72786581	72742256	3	8	6	8184	47	68	44325	57.5	26254.5	636
5946	FAM179B:+:chr14:45481178:45523752	FAM179B	ENST00000361462,ENST00000361577,ENST00000557423,ENST00000382233	ENST00000361462	20	+	chr14	45478349	45481177	45481178	45481278	45523634	45523752	45523753	45535780	7	16	10	2828	100	118	12027	109	7427.5	1422
5947	FIP1L1:+:chr4:54265897:54310270	FIP1L1	ENST00000505125,ENST00000337488,ENST00000358575,ENST00000306932,ENST00000514543	ENST00000505125	15	+	chr4	54257307	54265896	54265897	54266006	54310215	54310270	54310271	54319086	7	12	6	8589	109	55	8815	82	8702	580
5948	FKBP15:-:chr9:115968858:115961135	FKBP15	ENST00000446284,ENST00000238256,ENST00000414250	ENST00000446284	28	-	chr9	115969491	115968859	115968858	115968789	115961203	115961135	115961134	115959359	4	8	5	632	69	68	1775	68.5	1203.5	463
5949	FMN2:+:chr1:240370099:240421332	FMN2	ENST00000319653	ENST00000319653	18	+	chr1	240351563	240370098	240370099	240372032	240421245	240421332	240421333	240458121	5	7	3	18535	1933	87	36788	1010	27661.5	2167
5950	GAS2:+:chr11:22696396:22707335	GAS2	ENST00000454584,ENST00000524701,ENST00000278187,ENST00000528582,ENST00000533092,ENST00000534801,ENST00000533363	ENST00000454584	8	+	chr11	22688446	22696395	22696396	22696560	22707214	22707335	22707336	22747837	2	3	2	7949	164	121	40501	142.5	24225	287
5951	GRB10:-:chr7:50773020:50771518	GRB10	ENST00000406641	ENST00000406641	17	-	chr7	50823583	50773021	50773020	50772837	50771605	50771518	50771517	50742356	2	3	2	50562	183	87	29161	135	39861.5	272
5952	GRIA1:+:chr5:153065785:153085627	GRIA1	ENST00000285900,ENST00000518783,ENST00000340592,ENST00000521843,ENST00000448073,ENST00000518142	ENST00000285900	16	+	chr5	153056722	153065784	153065785	153065889	153085257	153085627	153085628	153143993	8	11	4	9062	104	370	58365	237	33713.5	794
5953	HECW2:-:chr2:197157474:197143252	HECW2	ENST00000260983,ENST00000409111	ENST00000260983	29	-	chr2	197171211	197157475	197157474	197157289	197143386	197143252	197143251	197138848	14	15	2	13736	185	134	4403	159.5	9069.5	321
5954	HMG20A:+:chr15:77769897:77771663	HMG20A	ENST00000381714,ENST00000336216	ENST00000381714	11	+	chr15	77764157	77769896	77769897	77769972	77771521	77771663	77771664	77775311	8	10	3	5739	75	142	3647	108.5	4693	435
5955	LL0XNC01-237H1.2:+:chrX:102152502:102160665	LL0XNC01-237H1.2	NA	NA	NA	+	chrX	NA	NA	102152502	NA	NA	102160665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5956	LPHN3:+:chr4:62812632:62849321	LPHN3	ENST00000512091,ENST00000514591,ENST00000545650,ENST00000509896,ENST00000511324,ENST00000508693,ENST00000507164,ENST00000506720,ENST00000506746,ENST00000507625,ENST00000506700,ENST00000504896,ENST00000514157,ENST00000508946,ENST00000514996,ENST00000502815	ENST00000512091	26	+	chr4	62801764	62812631	62812632	62812840	62849101	62849321	62849322	62862008	15	18	4	10867	208	220	12686	214	11776.5	817
5957	MLLT10:+:chr10:21959378:21971186	MLLT10	ENST00000377072,ENST00000446906,ENST00000307729,ENST00000377059,ENST00000438473	ENST00000377072	24	+	chr10	21940698	21959377	21959378	21959633	21971154	21971186	21971187	21977419	10	13	4	18679	255	32	6232	143.5	12455.5	904
5958	NAV3:+:chr12:78334099:78415642	NAV3	ENST00000397909,ENST00000228327,ENST00000266692,ENST00000536525,ENST00000549464	ENST00000397909	40	+	chr12	78225485	78334098	78334099	78334216	78415527	78415642	78415643	78443772	2	9	8	108613	117	115	28129	116	68371	1780
5959	NLGN4X:-:chrX:6069812:5947321	NLGN4X	ENST00000381095,ENST00000381093,ENST00000275857,ENST00000381092,ENST00000538097	ENST00000381095	6	-	chrX	6146581	6069813	6069812	6069036	5947473	5947321	5947320	5827281	2	3	2	76768	776	152	120039	464	98403.5	930
5960	PDE1C:-:chr7:31920473:31904556	PDE1C	ENST00000396184,ENST00000396193,ENST00000396191,ENST00000321453,ENST00000396182	ENST00000396184	18	-	chr7	32091165	31920474	31920473	31920360	31904696	31904556	31904555	31890356	4	8	5	170691	113	140	14199	126.5	92445	622
5961	PIAS2:-:chr18:44486278:44470543	PIAS2	NA	NA	NA	-	chr18	NA	NA	44486278	NA	NA	44470543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5962	PLEKHA5:+:chr12:19511162:19514640	PLEKHA5	ENST00000538714,ENST00000429027,ENST00000317589,ENST00000355397,ENST00000424268,ENST00000299275,ENST00000359180,ENST00000543806,ENST00000539256,ENST00000538972	ENST00000538714	28	+	chr12	19506937	19511161	19511162	19511371	19514516	19514640	19514641	19518897	23	25	3	4224	209	124	4256	166.5	4240	470
5963	PRSS12:-:chr4:119259469:119252871	PRSS12	ENST00000296498	ENST00000296498	13	-	chr4	119273373	119259470	119259469	119259331	119253021	119252871	119252870	119239712	2	4	3	13903	138	150	13158	144	13530.5	469
5964	PTPRD:-:chr9:8636844:8633317	PTPRD	ENST00000381196,ENST00000356435,ENST00000360074,ENST00000358503,ENST00000355233,ENST00000397617,ENST00000397611,ENST00000537002,ENST00000540109,ENST00000486161,ENST00000397606,ENST00000463477	ENST00000381196	43	-	chr9	8733779	8636845	8636844	8636699	8633458	8633317	8633316	8528780	10	11	2	96934	145	141	104536	143	100735	288
5965	REV3L:-:chr6:111689231:111665128	REV3L	ENST00000422377,ENST00000435970,ENST00000358835,ENST00000368802,ENST00000434009,ENST00000368805	ENST00000422377	34	-	chr6	111693798	111689232	111689231	111688318	111665246	111665128	111665127	111656814	16	23	8	4566	913	118	8313	515.5	6439.5	1779
5966	SCCPDH:+:chr1:246890194:246907427	SCCPDH	ENST00000366510	ENST00000366510	12	+	chr1	246887915	246890193	246890194	246890306	246907378	246907427	246907428	246921527	2	5	4	2278	112	49	14099	80.5	8188.5	374
5967	SERGEF:-:chr11:18029623:17899755	SERGEF	ENST00000265965,ENST00000525422,ENST00000527494,ENST00000528200,ENST00000532265	ENST00000265965	11	-	chr11	18034497	18029624	18029623	18029488	17899791	17899755	17899754	17809961	2	10	9	4873	135	36	89793	85.5	47333	988
5968	SMYD2:+:chr1:214478530:214510283	SMYD2	NA	NA	NA	+	chr1	NA	NA	214478530	NA	NA	214510283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5969	SNTG1:+:chr8:51442737:51465739	SNTG1	ENST00000522124,ENST00000518864,ENST00000520825,ENST00000517473,ENST00000276467	ENST00000522124	19	+	chr8	51415441	51442736	51442737	51442819	51465610	51465739	51465740	51503438	10	12	3	27295	82	129	37698	105.5	32496.5	344
5970	SRCAP:+:chr16:30715385:30715636	SRCAP	ENST00000380361,ENST00000262518,ENST00000395059,ENST00000344771,ENST00000411466	ENST00000380361	31	+	chr16	NA	NA	30715388	30715636	30715388	30715636	30715637	30718503	1	1	1	NA	248	248	2866	248	2866	249
5971	TBCK:-:chr4:107157965:107092252	TBCK	ENST00000273980,ENST00000467183,ENST00000432496,ENST00000394706,ENST00000361687,ENST00000394708,ENST00000510927	ENST00000273980	27	-	chr4	107163626	107157966	107157965	107157916	107092427	107092252	107092251	107037536	14	24	11	5660	49	175	54715	112	30187.5	1065
5972	TENM3:+:chr4:183650118:183652292	TENM3	ENST00000511685,ENST00000406950,ENST00000502950	ENST00000511685	28	+	chr4	183635387	183650117	183650118	183650334	183652031	183652292	183652293	183657960	14	16	3	14730	216	261	5667	238.5	10198.5	599
5973	TRAPPC8:-:chr18:29493485:29477749	TRAPPC8	ENST00000283351,ENST00000580104,ENST00000582539,ENST00000582513	ENST00000283351	29	-	chr18	29496234	29493486	29493485	29493332	29477854	29477749	29477748	29470830	5	11	7	2748	153	105	6918	129	4833	979
5974	TRIO:+:chr5:14290825:14304701	TRIO	ENST00000344204,ENST00000537187,ENST00000512070,ENST00000509967	ENST00000344204	57	+	chr5	14287173	14290824	14290825	14291337	14304570	14304701	14304702	14316621	5	8	4	3651	512	131	11919	321.5	7785	960
5975	TSEN2:+:chr3:12538017:12545283	TSEN2	ENST00000473755,ENST00000444864,ENST00000284995,ENST00000415684,ENST00000402228,ENST00000383797,ENST00000314571,ENST00000454502,ENST00000446004	ENST00000473755	11	+	chr3	12533717	12538016	12538017	12538053	12544761	12545283	12545284	12558109	4	5	2	4299	36	522	12825	279	8562	560
5976	UBR2:+:chr6:42541472:42562042	UBR2	ENST00000372899,ENST00000372901,ENST00000372903	ENST00000372899	47	+	chr6	42532136	42541471	42541472	42541731	42561929	42562042	42562043	42571325	2	4	3	9335	259	113	9282	186	9308.5	453
5977	VPS8:+:chr3:184603898:184618760	VPS8	ENST00000287546,ENST00000437079,ENST00000436792,ENST00000458721	ENST00000287546	47	+	chr3	184588594	184603897	184603898	184603944	184618709	184618760	184618761	184631306	21	24	4	15303	46	51	12545	48.5	13924	412
5978	WDR59:-:chr16:74990508:74957824	WDR59	ENST00000262144,ENST00000536050	ENST00000262144	26	-	chr16	74999670	74990509	74990508	74990373	74957901	74957824	74957823	74956002	3	9	7	9161	135	77	1821	106	5491	625
5979	WDR7:+:chr18:54385195:54426184	WDR7	ENST00000254442,ENST00000357574	ENST00000254442	28	+	chr18	54363694	54385194	54385195	54385390	54426096	54426184	54426185	54444012	13	16	4	21500	195	88	17827	141.5	19663.5	1270
5980	YTHDC2:+:chr5:112874771:112878200	YTHDC2	ENST00000161863,ENST00000515883,ENST00000503857	ENST00000161863	30	+	chr5	112871496	112874770	112874771	112874878	112878065	112878200	112878201	112884237	8	10	3	3274	107	135	6036	121	4655	393
5981	ZFYVE1:-:chr14:73460065:73459851	ZFYVE1	ENST00000556143,ENST00000318876,ENST00000553891	ENST00000556143	12	-	chr14	73464518	73460066	73460065	73459851	73460065	73459851	73459850	73448604	4	4	1	4452	214	214	11246	214	7849	215
5982	ZNF280D:-:chr15:56927448:56923636	ZNF280D	NA	NA	NA	-	chr15	NA	NA	56927448	NA	NA	56923636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5983	ZNF407:+:chr18:72342923:72493458	ZNF407	ENST00000582337	ENST00000582337	5	+	chr18	72265174	72342922	72342923	72347662	72493384	72493458	72493459	72515919	2	4	3	77748	4739	74	22460	2406.5	50104	4930
5984	ZZEF1:-:chr17:3928412:3924423	ZZEF1	ENST00000381638	ENST00000381638	55	-	chr17	3935419	3928413	3928412	3928213	3924614	3924423	3924422	3923064	43	45	3	7006	199	191	1358	195	4182	512
5985	ZZEF1:-:chr17:3968123:3955265	ZZEF1	ENST00000381638,ENST00000572426	ENST00000381638	55	-	chr17	3969740	3968124	3968123	3967655	3955430	3955265	3955264	3954338	29	35	7	1616	468	165	926	316.5	1271	1351
5986	BIRC6:+:chr2:32664575:32679022	BIRC6	NA	NA	NA	+	chr2	NA	NA	32664576	NA	NA	32679022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5987	CARMIL1:+:chr6:25515902:25540306	CARMIL1	NA	NA	NA	+	chr6	NA	NA	25515903	NA	NA	25540306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5988	CCDC13:-:chr3:42799843:42798557	CCDC13	ENST00000310232,ENST00000492806,ENST00000435327	ENST00000310232	16	-	chr3	42814667	42799844	42799843	42799617	42798706	42798558	42798557	42794210	2	3	2	14823	226	148	4347	187	9585	376
5989	CCNY:+:chr10:35805450:35842113	CCNY	ENST00000374704,ENST00000265375,ENST00000374706,ENST00000339497,ENST00000492478	ENST00000374704	10	+	chr10	35790464	35805450	35805451	35805551	35841947	35842113	35842114	35854950	4	8	5	14986	100	166	12836	133	13911	482
5990	CLVS1:+:chr8:62212235:62212841	CLVS1	ENST00000519846,ENST00000325897	ENST00000519846	7	+	chr8	62205014	62212235	62212236	62212841	62212236	62212841	62212842	62289163	3	3	1	7221	605	605	76321	605	41771	606
5991	FGD6:-:chr12:95535315:95498782	FGD6	ENST00000343958,ENST00000546711,ENST00000549499,ENST00000451107	ENST00000343958	21	-	chr12	95546586	95535316	95535315	95535164	95498862	95498783	95498782	95488471	6	14	9	11270	151	79	10311	115	10790.5	812
5992	FLCN:-:chr17:17122523:17118298	FLCN	ENST00000285071	ENST00000285071	14	-	chr17	17124850	17122524	17122523	17122333	17118404	17118299	17118298	17117171	9	13	5	2326	190	105	1127	147.5	1726.5	667
5993	FYN:-:chr6:112035646:112015577	FYN	ENST00000354650,ENST00000368682,ENST00000368678,ENST00000229470,ENST00000356013,ENST00000368667,ENST00000538466,ENST00000229471	ENST00000354650	14	-	chr6	112041007	112035647	112035646	112035550	112015731	112015578	112015577	111995834	5	12	8	5360	96	153	19743	124.5	12551.5	1026
5994	GUCY1A2:-:chr11:106856857:106810185	GUCY1A2	ENST00000526355,ENST00000282249,ENST00000347596	ENST00000526355	8	-	chr11	106888478	106856858	106856857	106856796	106810904	106810186	106810185	106681205	2	4	3	31620	61	718	128980	389.5	80300	903
5995	NTRK2:+:chr9:87549076:87570432	NTRK2	ENST00000376214,ENST00000376213,ENST00000277120,ENST00000323115	ENST00000376214	21	+	chr9	87482347	87549076	87549077	87549207	87570198	87570432	87570433	87635120	17	19	3	66729	130	234	64687	182	65708	539
5996	RALGAPA2:-:chr20:20571958:20527347	RALGAPA2	ENST00000430436,ENST00000202677	ENST00000430436	33	-	chr20	20582325	20571959	20571958	20571821	20527476	20527348	20527347	20517429	11	18	8	10366	137	128	9918	132.5	10142	1082
5997	RPRD1B:+:chr20:36668836:36687922	RPRD1B	ENST00000373433	ENST00000373433	7	+	chr20	36662501	36668836	36668837	36668966	36687796	36687922	36687923	36694482	2	5	4	6335	129	126	6559	127.5	6447	504
5998	SECISBP2:+:chr9:91964690:91965767	SECISBP2	ENST00000375807,ENST00000339901,ENST00000534113,ENST00000498819	ENST00000375807	17	+	chr9	91963130	91964690	91964691	91964844	91965547	91965767	91965768	91972325	13	14	2	1560	153	220	6557	186.5	4058.5	375
5999	TBK1:+:chr12:64878082:64879797	TBK1	ENST00000331710	ENST00000331710	21	+	chr12	64875802	64878082	64878083	64878279	64879706	64879797	64879798	64882266	9	11	3	2280	196	91	2468	143.5	2374	348
6000	TMEM38B:+:chr9:108483817:108510471	TMEM38B	ENST00000374688,ENST00000374692,ENST00000435034	ENST00000374688	6	+	chr9	108468035	108483817	108483818	108484002	108510354	108510471	108510472	108536145	3	5	3	15782	184	117	25673	150.5	20727.5	391
6001	TRIO:+:chr5:14286979:14336836	TRIO	ENST00000344204,ENST00000537187,ENST00000512070,ENST00000509967	ENST00000344204	57	+	chr5	14280546	14286979	14286980	14287172	14336645	14336836	14336837	14358286	4	11	8	6433	192	191	21449	191.5	13941	1699
6002	ANK3:-:chr10:61840376:61827692	ANK3	ENST00000280772,ENST00000373827,ENST00000503366,ENST00000355288,ENST00000373820,ENST00000511043	ENST00000280772	44	-	chr10	61841907	61840377	61840376	61840295	61827767	61827693	61827692	61824047	36	38	3	1530	81	74	3645	77.5	2587.5	7969
6003	ANK3:-:chr10:62039397:62029888	ANK3	ENST00000280772,ENST00000373827,ENST00000503366,ENST00000503925	ENST00000280772	44	-	chr10	62149182	62039398	62039397	62039296	62029987	62029889	62029888	62023779	2	5	4	109784	101	98	6109	99.5	57946.5	399
6004	DCLK2:+:chr4:151114290:151125041	DCLK2	ENST00000296550,ENST00000411937,ENST00000302176,ENST00000506325	ENST00000296550	16	+	chr4	151023965	151114289	151114290	151114392	151124947	151125041	151125042	151141854	3	5	3	90324	102	94	16812	98	53568	300
6005	DNAAF4-CCPG1:-:chr15:55759359:55731669	DNAAF4-CCPG1	NA	NA	NA	-	chr15	NA	NA	55759359	NA	NA	55731670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6006	EXOC1:+:chr4:56744083:56756552	EXOC1	ENST00000381295,ENST00000346134,ENST00000349598	ENST00000381295	19	+	chr4	56738125	56744082	56744083	56744232	56756389	56756552	56756553	56757480	9	12	4	5957	149	163	927	156	3442	465
6007	FAN1:+:chr15:31200321:31206294	FAN1	ENST00000565280,ENST00000362065	ENST00000565280	16	+	chr15	31198708	31200320	31200321	31200461	31206061	31206294	31206295	31210366	4	6	3	1612	140	233	4071	186.5	2841.5	577
6008	GDAP2:-:chr1:118463047:118413069	GDAP2	NA	NA	NA	-	chr1	NA	NA	118463047	NA	NA	118413069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6009	GINM1:+:chr6:149899958:149903739	GINM1	ENST00000367419	ENST00000367419	8	+	chr6	149893740	149899957	149899958	149900109	149903576	149903739	149903740	149911862	4	7	4	6217	151	163	8122	157	7169.5	604
6010	IFT74:+:chr9:27009018:27048272	IFT74	ENST00000443698,ENST00000380062,ENST00000433700	ENST00000443698	20	+	chr9	26990194	27009017	27009018	27009156	27048146	27048272	27048273	27055606	9	16	8	18823	138	126	7333	132	13078	746
6011	KCNC1:+:chr11:17793212:17801191	KCNC1	ENST00000265969	ENST00000265969	4	+	chr11	17758120	17793211	17793212	17794145	17801003	17801191	17801192	17803216	2	3	2	35091	933	188	2024	560.5	18557.5	1123
6012	LMBRD1:-:chr6:70462248:70447833	LMBRD1	ENST00000370577,ENST00000370570,ENST00000472827	ENST00000370577	16	-	chr6	70490385	70462249	70462248	70462151	70447907	70447834	70447833	70428974	4	7	4	28136	97	73	18859	85	23497.5	329
6013	MYO9A:-:chr15:72302791:72283444	MYO9A	NA	NA	NA	-	chr15	NA	NA	72302791	NA	NA	72283444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
